email_id,source,subject,body,type,PhishID
182,rewards@cs.walmart.com,Re: Job application,"<p>Hello and good evening.<br><br />&nbsp;We have just finished reviewing your job application and resume. We were impressed by what you bring to the table and would like to invite you to a 2 part interview. The first part will be conducted virtually and if still qualified you will be contacted in the enar future for an in person follow up. Please visit the site below to register and get started with part 1.&nbsp;</p><p><a href=""http://walmart/rewards3/coupons"" onclick=""return false;"">Part 1</a></p><p>&nbsp;</p><p>Hiring Department,</p><p>17/11/2022</p>",Phishing,1238
183,accounts@online.chase.com,Your 401k Account,"<p>Dear Employee:</p><p>Due to the migration of our pension system, we will need you to update your information at Chase Online in order for us to continue making our portion of your payments into your 401k account. This will need to be done before your next scheduled pay period. Failure to do so could change your retirement.</p><p>&nbsp;</p><p><a target="""" href=""http://Chase-Security.html"" onclick=""return false;"">https://chaseonline.chase.com/Logon.aspx</a>&nbsp;</p><p>&nbsp;</p><p>Sincerely, Pension and Payroll Department.</p>",Phishing,1286
184,j.austin@tickets.bububub.com,Christmas Party!,"<p>Dear Colleague,</p><p>&nbsp;</p><p>We&#39;re really excited about this year&#39;s company party!</p><p>&nbsp;</p><p>It&#39;s going to be held in the Park Plaza ballroom. There will be a DJ for you dancers and plenty of food and drink for the rest of us! The party starts at 7pm on Friday,&nbsp;December 20.</p><p>We want to get a final count of who will be attending, so we need you to register for your (free) tickets.</p><p>&nbsp;</p><p><a href=""http://getinfo.com"" onclick=""return false;"">Click here to register.</a></p><p>&nbsp;</p><p>Hope to see your there!</p><p>&nbsp;</p>Jane Austin",Phishing,1443
185,scheduling@staffing.com,Interview offer,"<p>Hi,</p><p>&nbsp;</p><p>We were recently forwarded your resume. We believe you&#39;d be an excellent candidate and would love to have you come in for an interview. If you&#39;d be interested, we&#39;d welcome you to set up a date.</p><p>&nbsp;</p><p><a href=""http://www.staff.eee"" onclick=""return false;"">Interview Schedule</a></p><p>&nbsp;</p><p>Thank you,</p><p>Staffing</p>",Phishing,1625
186,liz.hollinger@cs.microsoft.com,RE: Help-Desk Support,"<p>Dear Mr Deeds,<br />I am responding to your inquiry for online work. We pay 15 dollars an hour, full time. You will look up documents, data entry, and respond to emails from the frequently asked questions memo. I am excited to start working with you. I need to to fill out the employment forms, and congratulations on you new job.<br /><a href=""http://www.securelogon.com"" onclick=""return false;"">CLICK HERE </a><br /><br /><!--[if !supportLineBreakNewLine]--><br /><!--[endif]--></p><p>Elizabeth Hollinger</p><p>ITS Account Architect</p><p>Connected to Microsoft Exchange</p><p>&copy; 2020 Microsoft Corporation. All rights reserved.</p><p>&nbsp;</p><p>Disclaimer: This electronic message may contain information that is Proprietary, Confidential, or legally privileged or protected. It is intended only for the use of the individual(s) and entity named in the message. If you are not an intended recipient of this message, please notify the sender immediately and delete the material from your computer. Do not deliver, distribute or copy this message and do not disclose its contents or take any action in reliance on the information it contains.</p>",Phishing,1794
187,security@micros0ft.com,RE: URGENT: Possible Computer Security Breached,"<p>Dear user,</p><p>Unfortunately, our automatic security checks have noticed <strong>suspicious activity on your account</strong>. Specifically, we have noticed the<strong> IP address of your account being associated with sites containing illegal pornographic material.</strong> If you believe this activity is a mistake or that you have been the victim of cyber crime, please take action immediately by clicking on the link below and verifying your information. We will be able to match the activity with the IP address that you use to verify the information. If you do not take action within 24 hours we will be forced by law to suspend your account and notify the Federal Beareau of Investigation for the United States of America. We apologize for this inconvenience as we are only trying to protect you and our users from cyber abuse.</p><p>&nbsp;We understand this is an inconvenience to you but we take the privacy and security of our users as our number one priority. After verifying your account, we will offer you compensation for the inconvenience. Again, we apologize, and hope to have this simple matter resolved shortly.</p><p>&nbsp;</p><p><a href=""http://www.verify.com""><strong>Click here to verify.</strong></a><br /><!--[endif]--></p><p>Elizabeth Hollinger</p><p>ITS Account Evaluations</p><p>Connected to Microsoft Exchange</p><p>&copy; 2023 Microsoft Corporation. All rights reserved.</p><p>&nbsp;</p><p>Disclaimer: This electronic message may contain information that is Proprietary, Confidential, or legally privileged or protected. It is intended only for the use of the individual(s) and entity named in the message. If you are not an intended recipient of this message, please notify the sender immediately and delete the material from your computer. Do not deliver, distribute or copy this message and do not disclose its contents or take any action in reliance on the information it contains.</p>",Phishing,548
188,colleague@your.company.com,Problem in tax details,<p><br />Subject: Request</p><p>&nbsp;</p><p>Are you at your desk? I need you to send me an email attachment with the 2022 W-2 (PDF) and earnings summary of previous employer. I need to update the information in tax related accounts.</p><p>Thank You</p><p>Sent from my iPhone</p>,Phishing,691
189,delivery@thomascook.com,Transaction Alerts - ThomasCook Prepaid Card,"<p> Dear Customer,<br> <br>Greetings from Thomas Cook! <br></p><p>Your transaction of USD 381.76 was declined due to Exceeding Funds Available <br>To access your travel card account online, please visit us at <a href=""https://www.thomascooktravelcards.com"" onclick=""return false;"">www.thomascooktravelcards.com</a><br>Looking forward for more opportunities to be of service to you.</p><br>Sincerely, <br>Payment Solutions <br>Thomas Cook (USA) Limited",Ham,1
190,service@remitly.com,Status Update: The latest on your transfer,"<p>Recipient: Dave Smith <br> Transfer No.: R61 721 149 570 <br>ON HOLD &nbsp;$1,500.00<br> <br>Dear Dave, <p>Unfortunately, we were unable to verify your identity and we need you to answer a few security questions to keep your transfer moving. This step is necessary to keep your account secure and to comply with banking laws. Please respond as quickly as you can. <br>If we don't receive the answers by Friday, October 5th we may have to cancel your transaction.<br><br>If you have any concerns or questions, you can always email us <a href=""http://www.remitly.com"" onclick=""return false;""> service@remitly.com</a>, or call our 24/7 Customer Care Team at (888) 736-4859.</p><br>Thanks for using Remitly",Ham,2
191,service@remitly.com,Your Remitly Account has been deleted,"<p>Greetings from Remitly.com,<br><br></p><p>As you requested, we have deactivated your Remitly account. We appreciate your past business and we look forward to you coming back soon.<br><br> If you want to activate your account again please <a href=""http://www.remitly.com/contact"" onclick=""return false;"" >Contact Customer Service </a> to reactivate your account . </p><br>Thank you for using our services.<br> <br>- The Remitly Team",Ham,3
192,message@adobe.com,Explore your account,"<p>Welcome. We are glad you have joined us.</p><br><p>Your Adobe ID links all of your Adobe experiences under one account, using this email address. Here are some great ways to leverage it.</p><p>Pass projects seamlessly between desktop and mobile devices. If you don't have the 2022 release of Creative Cloud, test drive free trials. Get started with Creative Cloud Libraries. Thanks to the power of Adobe CreativeSync, this in-app feature gives you easy access to all of your design assets as you work. Jumpstart your projects with integrated Adobe Typekit fonts.</p> <p>Check out Adobe Stock&#39;s latest collections, advanced search and deep integration with Creative Cloud apps. Try Adobe Stock risk-free today. Create stunning graphics, web pages, and video stories in minutes with Adobe Spark, part of your Creative Cloud subscription. </p><br><a href=""https://www.adobe.com"" onclick=""return false;"">Explore my account </a><br><br>Thanks,<br> Adobe ",Ham,4
193,account-noreply@adobe.com,Verification code,"<p>Your verification code is:&nbsp;373949</p><br>If you didn't request this please contact us immediately.<a href=""https://www.adobe.com"" onclick=""return false;"">Contact Us</a><br><br>Thanks,<br>Adobe",Ham,5
194,message@adobe.com,Your Adobe password has been reset,"<b>Success!</b><p>Hi Patricia,<br>You have successfully reset the password for your Adobe ID and Creative Cloud account.<br><br>Continue to your account please click on the following link. <a href=""http://www.adobe.com"" onclick=""return false;"">Adobe </a></p><br>Thank you,<br>The Creative Cloud team",Ham,6
195,auto-confirm@amazon.com,Your Amazon.com order,"<p>Amazon Order Confirmation <br><br>Hello David Warner, <br><br>Thank you for shopping with us. You ordered ""bike helmet - Bvetan..."" . We'll send a confirmation when your item ships.<br></p>Details<br>Order #112-6876783-3575414 <br>Arriving: Monday, December 26<br><br>For More Details <A href=""http://www.amazon.com/orders/sb36tbf34g"" onclick=""return false;"">Click Here</a><br><br>We hope to see you again soon.<br>Amazon.com",Ham,7
196,prakiti@chiiz.com,Your Published Work - 25,"<br>Hello Naveed,<br><p>Greetings from Chiiz Photography Magazine. Hope you are having quality time in your life. Our sincere efforts have gone into bringing together the Photographs from Pushkar & other genres of Photographers/Artists from around the globe and showcasing their outstanding work. We are providing you with the digital version of CHIIZ Magazine (you have to use the code to access the digital version of the magazine ) and the JPEG files of your published work. <br><br>You can create your profiles on chiiz.com with your published images where you can also participate in our active contests. Additional digital copies of the magazine can be purchased from- Click Here JPEG Files: <u><a href=""https://drive.google.com/open?id=1EUf9az70nV"" onclick=""return false;"" > https://drive.google.com/open?id=wOY7dp59az70nV</a></u> <br><br>You can also participate in our Photography Workshops in 2022 - <a href=""http://travel.chiiz.com""  onclick=""return false;"">travel.chiiz.com </a><br><br>Please share your published work with your family and friends through your social media channels. We would really appreciate if you use our hashtags #chiizdotcom #chiizmagazine on your social media posts. <br></p>Also, Like/Follow/Review us on:<br> <a href=""https://www.instagram.com/chiizdotcom/"" onclick=""return false;"">Instagram</a> <br>",Ham,8
197,scholarcitations-noreply@google.com,Time to review your scholar profile,"<p>Change is the only constant. If you have recently changed your affiliation or areas of research, it's a good time to update your Scholar profile. </p><br>If not, please accept our apologies and disregard this annual reminder. <br><br><a href=""https://scholar.google.com/"" onclick=""return false;"">GET STARTED</a><br><br> Taine Miller<br>Research Scholar, <br>Carnegie Mellon University, USA <br><br>Verified email at andrew.cmu.edu<br>Network Security, Information Security, Machine Learning<br> Cited by 168",Ham,9
198,accountconfirm@ups.com,UPS Email Change Verification Request,"<p>Hi Adrian Davis, <br> <br>We got the changes you made to your ups.com profile. Please review and verify your e-mail address by clicking the link below.</p>Name: Adrian Davis <br>ups.com ID: davis_adrian15 <br>Registered Email: davis_adrian15@gmail.com <br><br>Verify e-mail address <a href=""https://www.ups.com"" onclick=""return false;"">Click Here</a><br><br>Once you log in, the verification will be complete.<br>Thank you for Choosing UPS.",Ham,10
199,mcinfo@ups.com,Your New UPS My Choice Membership,"<br>Welcome to UPS My Choice, Sophia.<br><p>UPS My Choice driver Your new membership is ready to use. Manage delivery alerts, request changes, and set preferences to make deliveries more convenient for your schedule.</p>UPS My Choice Membership Information <br><br>Delivery Address: <br>280 North Craig<br>Apt G4<br>pittsburgh, PA 15213, US<br><br>You can change your preferences or renewal options anytime: Just log into your<a href=""http://www.ups.com"" onclick=""return false;""> ups.com</a> profile. If you'd like a reminder about what your membership includes, check out the full list of benefits.<br><br>Thanks for being a great customer. <br><br>Sincerely,<br>Your UPS My Choice Team",Ham,11
200,pkginfo@ups.com,"UPS Status Notification, Tracking Number 1Z0X118A4321976826","<p>Please see below for package information and current transit status.</p><p>As a residential package recipient, you may enroll in UPS My Choice to get proactive package alerts on all future packages addressed to you. Where available, you may also get a 4-hour delivery window.</p>Shipment Details<br>Tracking Number: 1Z0X118A4221976826 <br>Status: Delay <br>Shipped To: PITTSBURGH, PA, US <br>UPS Service: UPS Ground <br>Weight: 12.5lbs <br><br><b>Package Progress</b><br><b>Location&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Date&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Local Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Description</b><br>Secaucus, NJ, United States&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;11/02/2022&nbsp;&nbsp;&nbsp;&nbsp;11:59 PM&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;We've incorrectly sorted this package which may cause a delay.<br>Secaucus, NJ, United States&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;11/02/2022&nbsp;&nbsp;&nbsp;&nbsp;11:58 PM&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Origin Scan<br><br>Tracking results provided by UPS 11/03/2022 9:13 A.M. Eastern Time <br><br> <a href=""http://www.ups.com/livestatus"" onclick=""return false;"">Track Live Status</a>",Ham,12
201,MyAccount@uscis.dhs.gov,Email confirmation instructions,"<p>To continue creating your USCIS Account, you must confirm your email address.<br><br> To confirm your email address, please click on the link below, or copy and paste the entire link into your browser. <a href=""https://myaccount.uscis.dhs.gov/users/confirmation?confirmation_token=GNu5H36KvxmznRLW3oxW"" onclick=""return false;"">https://myaccount.uscis.dhs.gov/users/confirmation?confirmation_token=GNu5H36KvxmznRLW3oxW</a> </p><p>Please note that this confirmation link expires in 24 hours and may require your immediate attention if you wish to access your online account in the future.</p><p>If you would like additional assistance, please contact the USCIS Contact Center via the web form at <a href=""https://www.uscis.gov/contactcenter"" onclick=""return false;"">https://www.uscis.gov/contactcenter</a></p>",Ham,13
202,labmanager@appolo.edu,Lab Meeting Next Wednesday,"<br>Good afternoon Members,<br><br>Next Wednesday, December 6th at 9:30 AM, we will be holding our monthly lab meeting. John will present his project on generative adversarial models as part of his PhD research work with Faculty, Kavin William.<br>This project is in collaboration with George Kaufman (Networking Lab) and Tony Jaro (Professor, CS). <br><br> For registration please use this link <a href=""http://www.appolo.edu/cse/labmeeting/registration"" onclick=""return false;"">www.appolo.edu/cse/labmeeting/registration </a><br><br>Breakfast will be served.<br>Date: Wednesday, 12/6/2022<br>Time: 9:30 AM-11:00 AM<br>Location: 4689 Henry street., 1st Floor Suite",Ham,14
203,pittsburgh@escapetheroom.com,Spice Up Your Valentine's Day Plans At Escape The Room,"<br><h3>Add An Escape To Date Night This Year<h3> <h4>Dig Escape The Room</h4><br>Enhance The Valentine's Day Experience<p>Booking a room with Escape the Room is the perfect addition to Valentine's Day (especially if you haven't planned it yet). Only 60 minutes is needed to fit it into your night of fun and romance.  Whether you've been married for 30 years or just starting to build your romance, our escape rooms are perfect for you and your significant other to change the normal date night into something memorable and exciting.  </p><br><br>BOOK NOW <a href=""https://www.escapetheroom.com"" onclick=""return false;"">https://escapetheroom.com/pittsburgh/</a>",Ham,15
204,unitedairlines@united.com,Welcome to MileagePlus,"<p>MileagePlus enrollment confirmation for John Smith You are now a member of the award-winning United Airlines MileagePlus program.</p><br>Mr. Smith,<br>RL3894503<br>Remember to provide your MileagePlus number when you make a flight, car or hotel reservation or use the services of a MileagePlus partner.<br><br>For membership help or information, visit <a href=""https://www.united.com"" onclick=""return false;""> united.com/mileageplus</a><br><br>E-mail Information, Please do not reply to this message using the ""reply"" address.The information contained in this e-mail is intended for the original recipient only.<br><br>Notification: MileagePlus Enrollment Confirmation<br>E-mail Address: smithjohn@gmail.com<br>MileagePlus Number: RL3894503",Ham,16
205,jonsen@americancse.edu,Call for Papers,"<br>Dear Authors<br>The 24th International Conference on Parallel and Distributed Processing Techniques and Applications(PDPTA'23)<br><br><a href=""https://americancse.org/events/csce2023/conferences/pdpta23"" onclick=""return false;""> https://americancse.org/events/csce2023/conferences/pdpta23 </a><br>July 30 - August 2, 2023, Luxor (MGM), Las Vegas, USA<br><br>CALL  FOR  PAPERS<br>LATE BREAKING PAPERS, POSITION PAPERS, ABSTRACTS, POSTERS<br><br>Paper Submission Deadline: May 31, 2023<br>11:59pm USA Eastern Time zone (EDT)<br>CONTACT:<br>Questions and inquiries should be sent to:<br>CSCE'23 Conference Secretariat: cs@americancse.edu <br>",Ham,17
206,no-reply@piazza.com,Your classmate posted a new Question,"<br>When can we expect to have access to quiz 3? Thanks.<br>Click here to view. Search or link to this question with @28. Follow it to get notified when a response comes in. <br><br>Sign up for more classes at <a href=""http://piazza.com/cmu"" onclick=""return false;"">http://piazza.com/cmu</a><br>Want Piazza in all your classes? Tell your professors and TAs today. It's free!<br><br>Thanks,<br>The Piazza Team<br>--<br><br>Contact us at team@piazza.com",Ham,18
207,blockchain@talentsearch.com,Blockchain Executive Program January 2023,"<br>Hello David, <br><br>Congratulations! <br>Based on your application, you have been selected for the Blockchain Executive Program January 2023 Cohort at Appolo University. <br><br><b>Next Step: ENROLL FOR THE PROGRAM </b><br><p>You can enroll for the Program using either of the two options below:<br>Option 1: You can join the program by clicking the link below. The final Program Fee that you need to remit after considering your scholarship eligibility is updated at the link below. Use Option 1 in the payment options to be able to join the Program.<br><a href=""https://www.talentsearch.com/requested-amount.dpl?payment_id=11243&i=2750&t=d334f5aa4b8aee2b46fe6d"" onclick=""return false;"">https://www.talentsearch.com/requested-amount.dpl?payment_id=11243&i=2750&t=d334f5aa4b8aee2b46fe6d</a><br>You can pay using your own sources or opt for a 9 to 24 EMI Option. For more details, contact your Relationship Manager Sarah @ +1-64589723458<br>Enrollments are on first-come-first-served basis. As there are limited seats, you are requested to enroll on time. Kindly note that we will not be able to hold the seat as there are other candidates awaiting their turn. <br>For any queries, get in touch with your Relationship Manager Sarah @ +1-64589723458<br>Once again, we are pleased to welcome you to this Program. <br><br>Sincerely,<br>Appolo University | TalentSearch ",Ham,19
208,leasing.meyers@gmail.com,Pest Control,"<br>Dear Tenants of Webster, <br><br><p>I hope this finds you well, On Tuesday 12/18/2022 from 11AM-4PM an exterminator will be coming to Webster Towers and will be entering every apartment. We apologize for any inconvenience and we look forward to your full cooperation.  </p>We have also started online payment for the Webster Towers tenants. Use following link to access the payment site: <a href=""http://www.mayersmanagement.com"" onclick=""return false;"""">Mayers Management </a><br><br>Thanks, Meyers Management ",Ham,20
209,s.ajay@sun.edu,Petition Candidate for 2023 IEEE President-Elect: Requesting your support,"Dear Ajay, <br><br>Happy New Year! Hope you are off to a great start.<br><p>I am reaching out to you to request your support and endorsement as a petition candidate for the 2023 IEEE President-Elect position. My top priority is to transform the IEEE into the pre-eminent membership organization of the 21st century by effectively addressing the current and  future needs of our members. The petition is online now at: <a href=""https://www.ieee.org/petition"" onclick=""return false;"">www.ieee.org/petition</a>. IEEE members* will need to use their IEEE Account to login to the  petition application. Upon successful authentication, the application will show them the petition(s) that they are available to sign. </p><br>Thank you very much for your support and endorsement! It means a lot to me.<br><br>Warm regards<br>S. David, Ph.D., Fellow IEEE<br>College of Engineering and Computer Science<br>State University, Northridge <br>CA 91230-8291",Ham,21
210,charlie@christ.edu,[New Year Eve] Whatsapp Group Invitation,"<br>Hi All,<br><p>I hope you are all excited for the New Year Eve and preparing well for your performances.We have formed a whatsapp group to convey all important information and/or announcements. Please find the invitation below and join the group.</p><br> <a href=""https://chat.whatsapp.com/7Wkxn1xJafMs7tgo20"" onclick=""return false;"">https://chat.whatsapp.com/7Wkxn1xJafMs7tgo20</a><br><br>Please let me know if you have any concerns.<br><br>Regards<br>Charlie<br>Chair, FunEvents Club<br>Christ University<br>California",Ham,22
211,discount@eddiebauer.com,STARTS TODAY! 40% Off Everything!,"<br>Save on everything you need for your next adventure.<br><p>Eddie Bauer Est 1920,Offers exclude sleeping bags, tents, and non-Eddie Bauer brand products. Offers at Eddie Bauer Outlet and Retail stores may vary, see store for details. Offers may not be valid in stores outside the United States. Additional exclusions may apply. Does not include and cannot be applied to previous or pending purchases, credit card balances, taxes, monogramming charges, gift cards, or gift boxes. Unless explicitly stated above, offers cannot be combined with any other offer. Offer details, including end date, are subject to change or cancellation without notice. </p>For discount, visit <a href=""http://www.eddiebauer.com"" onclick=""return false;"">Eddie Bauer</a><br>All prices in U.S. dollars.",Ham,23
212,noreply@pharmacy.cvs.com,$5 Coupon + Just for You!,"<h4>CVS Pharmacy</h4> <br> ExtraCare<br><br>Looking for these, Mia?<br>Save $5, on your $25 Digestive Health purchase in store or online.<br><br> Get coupon: <a href=""https://www.cvspharmacy.com"" onclick=""return false;"">CVS Pharmacy</a><br><br>Print or Send to Card through Wednesday, 2/13/23. Excludes sale items. Other exclusions apply.<br><br> View weekly ad",Ham,24
213,it-help@cmu.edu,Computing Services News,"<br>**To verify the authenticity of this message, visit the Computing Services website at <a href=""https://www.cmu.edu/computing"" onclick=""return false;"">https://www.cmu.edu/computing/</a>**<br><p>Welcome back for the Spring 2023 semester. Take a look at what&#39;s new and improved from Computing Services.<br><br><b>Zoom Web Conferencing</b><br>Zoom, the preferred CMU web conferencing tool, enables easy-to-use video collaboration with colleagues and those from other organizations.<br><br><b>New Antivirus Software for University-Owned Macs</b><br>ESET Endpoint Security antivirus is now available for all university-owned Mac computers. With release of this supported solution, you can now safely upgrade university-owned computers to Mojave!<br><br><b>Exchange and G Suite Calendar Coordination</b><br>View both G Suite and Exchange calendar availability for easy meeting coordination.<br><br><b>Classroom Improvements</b><br>Classroom Improvements continue as part of the Classroom and Learning Spaces Project.<br><br><b>Online Safety Reminders</b><br> Check your security level- Be aware of scam emails<br><br>Visit the Computing Services website often to stay up to date on our latest news and feature stories; OR subscribe to our feature news and service alerts.<br><br>Computing Services<br>Carnegie Mellon University<br><a href=""https://www.cmu.edu/computing"" onclick=""return false;"">https://www.cmu.edu/computing/</a>",Ham,25
214,mguizani@gmail.com,IWCMC 2023 Submission Deadline--Feb. 11,"<p>I would like to invite you to submit your contribution to the following conference. Please let me know if you have any questions or need further information about it.</p><br>Regards,<br>Mohsen Guizani<br>=======================================================================<br>BASED ON MANY REQUESTS, THE DEADLINE IS EXTENDED TO FEB. 31, 2023<br> We apologize if you receive multiple copies of this CFPs.<br> We appreciate your help to forward this CFPs to your friends & email lists.<br> ======================================================================<br>The 15th International Wireless Communications and Mobile Computing Conference, June 24-28, 2023<br><br>Tangier, Morocco-IWCMC 2022:<a href=""http://iwcmc.org/2023/"" onclick=""return false;"">http://iwcmc.org/2022/</a><br><br>SUBMISSION DEADLINE: Extended to Feb. 11, 2023 <br>SUBMISSION LINK: <a href=""https://edas.info/newPaper.php?c=24841"" onclick=""return false;"">https://edas.info/newPaper.php?c=24841</a>",Ham,26
215,security-noreply@linkedin.com,"Donna, your password was successfully reset","<p>Hi, <br><br>You've successfully changed your LinkedIn password. If you have not changed your password, please contact at: <a href=""https://www.linkedin.com"" onclick=""return false;"">www.linkedin.com</a><br><br>Thanks for using LinkedIn!<br>The LinkedIn Team<br><br>When and where this happened:<br>Date: November 31, 2022, 11:19 PM<br>Browser: Chrome<br>Operating System: Windows 10<br>Approximate Location: New Jersey, United States",Ham,27
216,nike@ship.notifications.nike.com,Your Shipment is Arriving Soon,"<p>BE ON THE LOOKOUT.<br><br>Your Nike gear arrives Wednesday, November 13. Track your package to find out more. <a href=""https://www.nike.com"" onclick=""return false;"">TRACK PACKAGE</a></p><br>Product Details <br>Nike Epic React Flyknit 1 Men's Running Shoe<br>Size 8.5 <br>Order Number: C00061115130<br>Order Date : Nov. 9, 2021 ",Ham,28
217,events@attackiq.com,Mapping Defensive Capabilities to Adversary Behavior: Thank you for registering - Here is your confirmation,"<p>Webinar ""Mapping Defensive Capabilities to Adversary Behavior""<br><br>Thank you for registering for our ""Mapping Defensive Capabilities to Adversary Behavior"" webinar.  </p><br>Need to add to your calendar? Add to Calendar <br>To attend the event please go here: <a href=""https://global.gotowebinar.com/join/7024422845210942977/917482965"" onclick=""return false;"">https://global.gotowebinar.com/join/7024422845210942977/917482965</a> <br>This URL is specific to you so it will not work for others if you try and forward. <br><br>Thank you, <br>AttackIQ Marketing",Ham,29
218,password@twitter.com,Security alert: new or unusual Twitter login,"<p>Looks like there was a login attempt from a new device or location <br><br>If this wasn't you: Secure your account by resetting your password now. <br><br><a href=""https://www.twitter.com"" onclick=""return false;"">Reset password</a><br><br>If this was you: Just to be safe, we may ask you some security questions the next time you sign into your account @mikewilliam. <br><br>How do I know an email is from Twitter? <br><br>Links in this email will start with <b>""https://""</b> and contain <b>""twitter.com.""</b> Your browser will also display a padlock icon to let you know a site is secure.",Ham,30
219,do-not-reply@Bigstock.com,Bigstock Contributor Care Survey,"<p>In our ongoing effort to provide great contributor care, we're following up on your inquiry from 11/29/2022. We hope all your questions were answered and that your Contributor Care Advocate was helpful.</p><p>We'd love to hear about your Bigstock contributor care experience. <a href=""http://www.bigstock.com"" onclick=""return false;"">Click here</a> to complete a short survey - your feedback will help us in creating the best possible contributor support.</p><br>Thanks for your time.<br><br><br>Contributor Care<br>Bigstock",Ham,31
220,info@jobs.com,"Hi Jacob, I'm reaching out to you about an opportunity","<p>Hi Jacob, <br><br> A new and exciting opportunity was just posted near you. Looking at your profile and past searches, we believe the position at Leidos may be a great fit! Learn more about this opportunity below.<br><a href=""http://www.google.com/jobs"" onclick=""return false;"">Click to View</a><br><br>Not what you're looking for? <br><br>Check out these other jobs<br><br>Computer Security Analyst<br>Posted Today Near 16217<br><a href=""http://www.pointparkuniversity.com"" onclick=""return false;"">Click to View</a>",Ham,32
221,no-reply@accounts.google.com,Help us protect you: Security advice from Google,"<h4>Add a backup phone as an alternative 2-step Verification step</h4>andrew19@gmail.com<br><br>A backup phone number ensures that you can sign in when your main second verification step is unavailable.<br><br>Add a backup number and see other personalised recommendations in the Security Check-up.<h4><a href=""https://www.gmail.com"" onclick=""return false;"">TAKE ACTION </a></h4>",Ham,33
222,adorama.com@e.adorama.com,Your Order was Delivered! It's a great time!,"<h3>Your order has been delivered</h3><br>Order: #22067001<br><br>UPS has indicated that your package has been delivered! <br><br>At Adorama , YOU are our top priority. In the unfortunate chance that something falls short of your expectations, please contact us via email at custserv@adorama.com or phone 800-223-2500. <br><br>We welcome you to visit us online at Adorama for all your Photography, Pro Video & Pro Audio needs. Thanks for your patronage. <br><br>Carrier: UPS<br><br>Tracking #: <a href=""1Z0X118A0341368229"" onclick=""return false;"">1Z0X118A0341368229</a>",Ham,34
223,admissions@paris.edu,Applying to Paris College of Art,"<br>Dear Tushar, <br><br>We know how complicated (and daunting!) applying to university can be, so we thought we'd give you our application process in 5 easy steps: you're welcome!<br>1. Submit your application form and pay the application fee online at: <a href=""http://www.apply.paris.edu/apply"" onclick=""return false;"">apply.paris.edu/apply</a> As soon as we receive your application you will be assigned an Admissions Counselor, who will be your main contact should you have any questions.<br>2. After you submit your application you will have access to your Application Status Portal. There you will be able to review your application requirements and submit missing items.<br>3. Have your official transcripts sent by your school to <a href=""http://www.admission.paris.edu"" onclick=""return false;"">admissions.paris.edu</a> or by post to our mailing address below.<br>4. Once we have all of your application materials, we will invite you to schedule an your admissions interview. This interview can be conducted online or in-person if you will be in France.<br>5. Et voila, as we say here in France!  All that's left to do is wait and keep an eye on your application status by logging in to the portal.  Depending on the deadline you applied by, you will be given a response within a few weeks<br><br>Here at PCA we pride ourselves on our fast turnaround, so the sooner you get all your application materials to us, the sooner we will be able to give you a decision!<br><br>Best wishes, <br>The PCA Admissions Team",Ham,35
224,mobile@visammg.com,VISA Alert,"<p>PNC Bank Card Online/Phone Transaction Alert <br> Your PNC card ending in 1357 was recently used for an online, telephone, or mail order transaction.<br>Amount: 703.99 USD Merchant Name: REMITLY <br> Merchant Location: SEATTLE, US <br><br> Sign on to Online Banking at <a href=""https://www.pnc.com"" onclick=""return false;"">pnc.com</a> if you would like to update your alert settings.<br><br> Thank you for banking with PNC Bank. <br></p><p>This mailbox is not monitored.  Please do not reply. Account-related questions can only be answered via secure forms of communication such as our Online Banking Message Center.  Please sign on to send us a secure message.  If you would like to speak to Card Customer Service, please call 1-800-282-7541; 24 hours a day, 7 days a week. Visit <a href=""https://www.pnc.com"" onclick=""return false;"">pnc.com</a> to view our privacy and security policies. </p><br>&copy;2022 The PNC Financial Services Group, Inc. All rights reserved.",Ham,36
