EmailID,Type,Sender,Subject,Body,Link,LinkText,sender_mismatch,request_credentials,subject_suspecious,urgent,offer,link_mismatch
182,phishing,rewards@cs.walmart.com,Re: Job application,"Hello and good evening. We have just finished reviewing your job application and resume. We were impressed by what you bring to the table and would like to invite you to a 2 part interview. The first part will be conducted virtually and if still qualified you will be contacted in the enar future for an in person follow up. Please visit the site below to register and get started with part 1. Part 1 Hiring Department, 17/11/2022",http://walmart/rewards3/coupons,Part 1,1,0,0,0,1,1
183,phishing,accounts@online.chase.com,Your 401k Account,"Dear Employee: Due to the migration of our pension system, we will need you to update your information at Chase Online in order for us to continue making our portion of your payments into your 401k account. This will need to be done before your next scheduled pay period. Failure to do so could change your retirement. https://chaseonline.chase.com/Logon.aspx Sincerely, Pension and Payroll Department.",http://Chase-Security.html,https://chaseonline.chase.com/Logon.aspx,1,1,1,1,0,1
184,phishing,j.austin@tickets.bububub.com,Christmas Party!,"Dear Colleague, We're really excited about this year's company party! It's going to be held in the Park Plaza ballroom. There will be a DJ for you dancers and plenty of food and drink for the rest of us! The party starts at 7pm on Friday, December 20. We want to get a final count of who will be attending, so we need you to register for your (free) tickets. Click here to register. Hope to see your there! Jane Austin",http://getinfo.com,Click here to register.,1,0,0,0,1,1
185,phishing,scheduling@staffing.com,Interview offer,"Hi, We were recently forwarded your resume. We believe you'd be an excellent candidate and would love to have you come in for an interview. If you'd be interested, we'd welcome you to set up a date. Interview Schedule Thank you, Staffing",http://www.staff.eee,Interview Schedule,0,1,0,0,1,0
186,phishing,liz.hollinger@cs.microsoft.com,RE: Help-Desk Support,"Dear Mr Deeds, I am responding to your inquiry for online work. We pay 15 dollars an hour, full time. You will look up documents, data entry, and respond to emails from the frequently asked questions memo. I am excited to start working with you. I need to to fill out the employment forms, and congratulations on you new job. CLICK HERE Elizabeth Hollinger ITS Account Architect Connected to Microsoft Exchange 2020 Microsoft Corporation. All rights reserved. Disclaimer: This electronic message may contain information that is Proprietary, Confidential, or legally privileged or protected. It is intended only for the use of the individual(s) and entity named in the message. If you are not an intended recipient of this message, please notify the sender immediately and delete the material from your computer. Do not deliver, distribute or copy this message and do not disclose its contents or take any action in reliance on the information it contains.",http://www.securelogon.com,CLICK HERE ,0,1,0,0,0,1
187,phishing,security@micros0ft.com,RE: URGENT: Possible Computer Security Breached,"Dear user, Unfortunately, our automatic security checks have noticed <strong>suspicious activity on your account. Specifically, we have noticed the IP address of your account being associated with sites containing illegal pornographic material. If you believe this activity is a mistake or that you have been the victim of cyber crime, please take action immediately by clicking on the link below and verifying your information. We will be able to match the activity with the IP address that you use to verify the information. If you do not take action within 24 hours we will be forced by law to suspend your account and notify the Federal Beareau of Investigation for the United States of America. We apologize for this inconvenience as we are only trying to protect you and our users from cyber abuse. We understand this is an inconvenience to you but we take the privacy and security of our users as our number one priority. After verifying your account, we will offer you compensation for the inconvenience. Again, we apologize, and hope to have this simple matter resolved shortly. Click here to verify. Elizabeth Hollinger ITS Account Evaluations Connected to Microsoft Exchange 2023 Microsoft Corporation. All rights reserved. Disclaimer: This electronic message may contain information that is Proprietary, Confidential, or legally privileged or protected. It is intended only for the use of the individual(s) and entity named in the message. If you are not an intended recipient of this message, please notify the sender immediately and delete the material from your computer. Do not deliver, distribute or copy this message and do not disclose its contents or take any action in reliance on the information it contains.",http://www.verify.com,Click here to verify,1,1,0,1,0,1
188,phishing,colleague@your.company.com,Problem in tax details,Subject: Request Are you at your desk? I need you to send me an email attachment with the 2022 W-2 (PDF) and earnings summary of previous employer. I need to update the information in tax related accounts. Thank You Sent from my iPhone,none,none,1,1,0,0,0,0
189,ham,delivery@thomascook.com,Transaction Alerts - ThomasCook Prepaid Card,"Dear Customer, Greetings from Thomas Cook! Your transaction of USD 381.76 was declined due to Exceeding Funds Available To access your travel card account online, please visit us at www.thomascooktravelcards.com Looking forward for more opportunities to be of service to you. Sincerely, Payment Solutions Thomas Cook (USA) Limited",https://www.thomascooktravelcards.com,www.thomascooktravelcards.com,0,0,0,0,0,0
190,ham,service@remitly.com,Status Update: The latest on your transfer,"Recipient: Dave Smith Transfer No.: R61 721 149 570 ON HOLD $1,500.00 Dear Dave, Unfortunately, we were unable to verify your identity and we need you to answer a few security questions to keep your transfer moving. This step is necessary to keep your account secure and to comply with banking laws. Please respond as quickly as you can. If we don't receive the answers by Friday, October 5th we may have to cancel your transaction. If you have any concerns or questions, you can always email us service@remitly.com, or call our 24/7 Customer Care Team at (888) 736-4859. Thanks for using Remitly",http://www.remitly.com,service@remitly.com,0,0,0,1,0,0
191,ham,service@remitly.com,Your Remitly Account has been deleted,"Greetings from Remitly.com, As you requested, we have deactivated your Remitly account. We appreciate your past business and we look forward to you coming back soon. If you want to activate your account again please Contact Customer Service to reactivate your account . Thank you for using our services. - The Remitly Team",http://www.remitly.com/contact,Contact Customer Service ,0,0,1,0,0,0
192,ham,message@adobe.com,Explore your account,"Welcome. We are glad you have joined us. Your Adobe ID links all of your Adobe experiences under one account, using this email address. Here are some great ways to leverage it. Pass projects seamlessly between desktop and mobile devices. If you don't have the 2022 release of Creative Cloud, test drive free trials. Get started with Creative Cloud Libraries. Thanks to the power of Adobe CreativeSync, this in-app feature gives you easy access to all of your design assets as you work. Jumpstart your projects with integrated Adobe Typekit fonts. Check out Adobe Stock's latest collections, advanced search and deep integration with Creative Cloud apps. Try Adobe Stock risk-free today. Create stunning graphics, web pages, and video stories in minutes with Adobe Spark, part of your Creative Cloud subscription. Explore my account Thanks, Adobe",https://www.adobe.com,Explore my account ,0,0,0,0,0,0
193,ham,account-noreply@adobe.com,Verification code,"Your verification code is: 373949 If you didn't request this please contact us immediately.Contact Us Thanks, Adobe",https://www.adobe.com,Contact Us,0,0,0,0,0,0
194,ham,message@adobe.com,Your Adobe password has been reset,"Success! Hi Patricia, You have successfully reset the password for your Adobe ID and Creative Cloud account. Continue to your account please click on the following link. Adobe Thank you, The Creative Cloud team",http://www.adobe.com,Adobe ,0,0,0,0,0,0
195,ham,auto-confirm@amazon.com,Your Amazon.com order,"Amazon Order Confirmation Hello David Warner, Thank you for shopping with us. You ordered ""bike helmet - Bvetan..."" . We'll send a confirmation when your item ships. Details Order #112-6876783-3575414 Arriving: Monday, December 26 For More Details Click Here We hope to see you again soon. Amazon.com",http://www.amazon.com/orders/sb36tbf34g,Click Here,0,0,0,0,0,0
196,ham,prakiti@chiiz.com,Your Published Work - 25,"Hello Naveed, Greetings from Chiiz Photography Magazine. Hope you are having quality time in your life. Our sincere efforts have gone into bringing together the Photographs from Pushkar & other genres of Photographers/Artists from around the globe and showcasing their outstanding work. We are providing you with the digital version of CHIIZ Magazine (you have to use the code to access the digital version of the magazine ) and the JPEG files of your published work. You can create your profiles on chiiz.com with your published images where you can also participate in our active contests. Additional digital copies of the magazine can be purchased from- Click Here JPEG Files: <u> https://drive.google.com/open?id=wOY7dp59az70nV</u> You can also participate in our Photography Workshops in 2023 - travel.chiiz.com Please share your published work with your family and friends through your social media channels. We would really appreciate if you use our hashtags #chiizdotcom #chiizmagazine on your social media posts. Also, Like/Follow/Review us on: Instagram",https://drive.google.com/open?id=1EUf9az70nV,https://drive.google.com/open?id=wOY7dp59az70nV,0,0,0,0,0,0
197,ham,scholarcitations-noreply@google.com,Time to review your scholar profile,"Change is the only constant. If you have recently changed your affiliation or areas of research, it's a good time to update your Scholar profile. If not, please accept our apologies and disregard this annual reminder. GET STARTED Taine Miller Research Scholar, Carnegie Mellon University, USA Verified email at andrew.cmu.edu Network Security, Information Security, Machine Learning Cited by 168",https://scholar.google.com/,GET STARTED,0,0,0,0,0,0
198,ham,accountconfirm@ups.com,UPS Email Change Verification Request,"Hi Adrian Davis, We got the changes you made to your ups.com profile. Please review and verify your e-mail address by clicking the link below. Name: Adrian Davis ups.com ID: davis_adrian15 Registered Email: davis_adrian15@gmail.com Verify e-mail address Click Here Once you log in, the verification will be complete. Thank you for Choosing UPS.",https://www.ups.com,Click Here,0,0,0,0,0,0
199,ham,mcinfo@ups.com,Your New UPS My Choice Membership,"Welcome to UPS My Choice, Sophia. UPS My Choice driver Your new membership is ready to use. Manage delivery alerts, request changes, and set preferences to make deliveries more convenient for your schedule. UPS My Choice Membership Information Delivery Address: 280 North Craig Apt G4 pittsburgh, PA 15213, US You can change your preferences or renewal options anytime: Just log into your ups.com profile. If you'd like a reminder about what your membership includes, check out the full list of benefits. Thanks for being a great customer. Sincerely, Your UPS My Choice Team",http://www.ups.com,ups.com,0,0,0,0,0,0
200,ham,pkginfo@ups.com,"UPS Status Notification, Tracking Number 1Z0X118A4321976826","Please see below for package information and current transit status. As a residential package recipient, you may enroll in UPS My Choice to get proactive package alerts on all future packages addressed to you. Where available, you may also get a 4-hour delivery window. Shipment Details Tracking Number: 1Z0X118A4221976826 Status: Delay Shipped To: PITTSBURGH, PA, US UPS Service: UPS Ground Weight: 12.5lbs Package Progress Location Date Local Time Description Secaucus, NJ, United States 11/02/2022 11:59 PM We've incorrectly sorted this package which may cause a delay. Secaucus, NJ, United States 11/02/2022 11:58 PM Origin Scan Tracking results provided by UPS 11/03/2022 9:13 A.M. Eastern Time Track Live Status",http://www.ups.com/livestatus,Track Live Status,0,0,0,0,0,0
201,ham,MyAccount@uscis.dhs.gov,Email confirmation instructions,"To continue creating your USCIS Account, you must confirm your email address. To confirm your email address, please click on the link below, or copy and paste the entire link into your browser. https://myaccount.uscis.dhs.gov/users/confirmation?confirmation_token=GNu5H36KvxmznRLW3oxW Please note that this confirmation link expires in 24 hours and may require your immediate attention if you wish to access your online account in the future. If you would like additional assistance, please contact the USCIS Contact Center via the web form at https://www.uscis.gov/contactcenter",https://myaccount.uscis.dhs.gov/users/confirmation?confirmation_token=GNu5H36KvxmznRLW3oxW,https://myaccount.uscis.dhs.gov/users/confirmation?confirmation_token=GNu5H36KvxmznRLW3oxW,0,0,0,1,0,0
202,ham,labmanager@appolo.edu,Lab Meeting Next Wednesday,"Good afternoon Members, Next Wednesday, December 6th at 9:30 AM, we will be holding our monthly lab meeting. John will present his project on generative adversarial models as part of his PhD research work with Faculty, Kavin William. This project is in collaboration with George Kaufman (Networking Lab) and Tony Jaro (Professor, CS). For registration please use this link www.appolo.edu/cse/labmeeting/registration Breakfast will be served. Date: Wednesday, 12/6/2022 Time: 9:30 AM-11:00 AM Location: 4689 Henry street., 1st Floor Suite",http://www.appolo.edu/cse/labmeeting/registration,www.appolo.edu/cse/labmeeting/registration ,0,0,0,0,0,0
203,ham,pittsburgh@escapetheroom.com,Spice Up Your Valentine's Day Plans At Escape The Room,"Add An Escape To Date Night This Year Dig Escape The Room Enhance The Valentine's Day Experience Booking a room with Escape the Room is the perfect addition to Valentine's Day (especially if you haven't planned it yet). Only 60 minutes is needed to fit it into your night of fun and romance. Whether you've been married for 30 years or just starting to build your romance, our escape rooms are perfect for you and your significant other to change the normal date night into something memorable and exciting. BOOK NOW https://escapetheroom.com/pittsburgh/",https://www.escapetheroom.com,https://escapetheroom.com/pittsburgh/,0,0,0,0,0,0
204,ham,unitedairlines@united.com,Welcome to MileagePlus,"MileagePlus enrollment confirmation for John Smith You are now a member of the award-winning United Airlines MileagePlus program. Mr. Smith, RL3894503 Remember to provide your MileagePlus number when you make a flight, car or hotel reservation or use the services of a MileagePlus partner. For membership help or information, visit united.com/mileageplus E-mail Information, Please do not reply to this message using the ""reply"" address.The information contained in this e-mail is intended for the original recipient only. Notification: MileagePlus Enrollment Confirmation E-mail Address: smithjohn@gmail.com MileagePlus Number: RL3894503",https://www.united.com,united.com/mileageplus,0,0,0,0,0,0
205,ham,jonsen@americancse.edu,Call for Papers,"Dear Authors The 24th International Conference on Parallel and Distributed Processing Techniques and Applications(PDPTA'23) https://americancse.org/events/csce2023/conferences/pdpta23 July 30 - August 2, 2023, Luxor (MGM), Las Vegas, USA CALL FOR PAPERS LATE BREAKING PAPERS, POSITION PAPERS, ABSTRACTS, POSTERS Paper Submission Deadline: May 31, 2023 11:59pm USA Eastern Time zone (EDT) CONTACT: Questions and inquiries should be sent to: CSCE'23 Conference Secretariat: cs@americancse.edu",https://americancse.org/events/csce2023/conferences/pdpta23,https://americancse.org/events/csce2023/conferences/pdpta23,0,0,0,0,0,0
206,ham,no-reply@piazza.com,Your classmate posted a new Question,"When can we expect to have access to quiz 3? Thanks. Click here to view. Search or link to this question with @28. Follow it to get notified when a response comes in. Sign up for more classes at http://piazza.com/cmu Want Piazza in all your classes? Tell your professors and TAs today. It's free! Thanks, The Piazza Team -- Contact us at team@piazza.com",http://piazza.com/cmu,http://piazza.com/cmu,0,0,0,0,0,0
207,ham,blockchain@talentsearch.com,Blockchain Executive Program January 2023,"Hello David, Congratulations! Based on your application, you have been selected for the Blockchain Executive Program January 2023 Cohort at Appolo University. Next Step: ENROLL FOR THE PROGRAM You can enroll for the Program using either of the two options below: Option 1: You can join the program by clicking the link below. The final Program Fee that you need to remit after considering your scholarship eligibility is updated at the link below. Use Option 1 in the payment options to be able to join the Program. https://www.talentsearch.com/requested-amount.dpl?payment_id=11243&i=2750&t=d334f5aa4b8aee2b46fe6d You can pay using your own sources or opt for a 9 to 24 EMI Option. For more details, contact your Relationship Manager Sarah @ +1-64589723458 Enrollments are on first-come-first-served basis. As there are limited seats, you are requested to enroll on time. Kindly note that we will not be able to hold the seat as there are other candidates awaiting their turn. For any queries, get in touch with your Relationship Manager Sarah @ +1-64589723458 Once again, we are pleased to welcome you to this Program. Sincerely, Appolo University | TalentSearch",https://www.talentsearch.com/requested-amount.dpl?payment_id=11243&i=2750&t=d334f5aa4b8aee2b46fe6d,https://www.talentsearch.com/requested-amount.dpl?payment_id=11243&i=2750&t=d334f5aa4b8aee2b46fe6d,0,0,0,0,1,0
208,ham,leasing.meyers@gmail.com,Pest Control,"Dear Tenants of Webster, I hope this finds you well, On Tuesday 12/18/2022 from 11AM-4PM an exterminator will be coming to Webster Towers and will be entering every apartment. We apologize for any inconvenience and we look forward to your full cooperation. We have also started online payment for the Webster Towers tenants. Use following link to access the payment site: Mayers Management Thanks, Meyers Management",http://www.mayersmanagement.com,Mayers Management ,0,0,0,0,0,0
209,ham,s.david@sun.edu,Petition Candidate for 2023 IEEE President-Elect: Requesting your support,"Dear Ajay, Happy New Year! Hope you are off to a great start. I am reaching out to you to request your support and endorsement as a petition candidate for the 2023 IEEE President-Elect position. My top priority is to transform the IEEE into the pre-eminent membership organization of the 21st century by effectively addressing the current and future needs of our members. The petition is online now at: www.ieee.org/petition. IEEE members will need to use their IEEE Account to login to the petition application. Upon successful authentication, the application will show them the petition(s) that they are available to sign. Thank you very much for your support and endorsement! It means a lot to me. Warm regards S. David, Ph.D., Fellow IEEE College of Engineering and Computer Science State University, Northridge CA 91230-8291",https://www.ieee.org/petition,www.ieee.org/petition,0,0,1,0,0,0
210,ham,charlie@christ.edu,[New Year Eve] Whatsapp Group Invitation,"Hi All, I hope you are all excited for the New Year Eve and preparing well for your performances.We have formed a whatsapp group to convey all important information and/or announcements. Please find the invitation below and join the group. https://chat.whatsapp.com/7Wkxn1xJafMs7tgo20 Please let me know if you have any concerns. Regards Charlie Chair, FunEvents Club Christ University California",https://chat.whatsapp.com/7Wkxn1xJafMs7tgo20,https://chat.whatsapp.com/7Wkxn1xJafMs7tgo20,0,0,0,0,0,0
211,ham,discount@eddiebauer.com,STARTS TODAY! 40% Off Everything!,"Save on everything you need for your next adventure. Eddie Bauer Est 1920,Offers exclude sleeping bags, tents, and non-Eddie Bauer brand products. Offers at Eddie Bauer Outlet and Retail stores may vary, see store for details. Offers may not be valid in stores outside the United States. Additional exclusions may apply. Does not include and cannot be applied to previous or pending purchases, credit card balances, taxes, monogramming charges, gift cards, or gift boxes. Unless explicitly stated above, offers cannot be combined with any other offer. Offer details, including end date, are subject to change or cancellation without notice. For discount, visit Eddie Bauer All prices in U.S. dollars.",http://www.eddiebauer.com,Eddie Bauer,0,0,0,0,1,0
212,ham,noreply@pharmacy.cvs.com,$5 Coupon + Just for You!,"CVS Pharmacy ExtraCare Looking for these, Mia? Save $5, on your $25 Digestive Health purchase in store or online. Get coupon: CVS Pharmacy Print or Send to Card through Wednesday, 2/13/23. Excludes sale items. Other exclusions apply. View weekly ad",https://www.cvspharmacy.com,CVS Pharmacy,0,0,0,0,1,0
213,ham,it-help@cmu.edu,Computing Services News,"To verify the authenticity of this message, visit the Computing Services website at https://www.cmu.edu/computing/ Welcome back for the Spring 2023 semester. Take a look at what's new and improved from Computing Services. Zoom Web Conferencing Zoom, the preferred CMU web conferencing tool, enables easy-to-use video collaboration with colleagues and those from other organizations. New Antivirus Software for University-Owned Macs ESET Endpoint Security antivirus is now available for all university-owned Mac computers. With release of this supported solution, you can now safely upgrade university-owned computers to Mojave! Exchange and G Suite Calendar Coordination View both G Suite and Exchange calendar availability for easy meeting coordination. Classroom Improvements Classroom Improvements continue as part of the Classroom and Learning Spaces Project. Online Safety Reminders Check your security level- Be aware of scam emails Visit the Computing Services website often to stay up to date on our latest news and feature stories; OR subscribe to our feature news and service alerts. Computing Services Carnegie Mellon University https://www.cmu.edu/computing/",https://www.cmu.edu/computing,https://www.cmu.edu/computing/,0,0,0,0,0,0
214,ham,mguizani@gmail.com,IWCMC 2023 Submission Deadline--Feb. 11,"I would like to invite you to submit your contribution to the following conference. Please let me know if you have any questions or need further information about it. Regards, Mohsen Guizani ======================================================================= BASED ON MANY REQUESTS, THE DEADLINE IS EXTENDED TO FEB. 31, 2023 We apologize if you receive multiple copies of this CFPs. We appreciate your help to forward this CFPs to your friends & email lists. ====================================================================== The 15th International Wireless Communications and Mobile Computing Conference, June 24-28, 2023 Tangier, Morocco-IWCMC 2019:http://iwcmc.org/2023/ SUBMISSION DEADLINE: Extended to Feb. 11, 2023 SUBMISSION LINK: https://edas.info/newPaper.php?c=24841",http://iwcmc.org/2023/,http://iwcmc.org/2023/,0,0,0,0,0,0
215,ham,security-noreply@linkedin.com,"Donna, your password was successfully reset","Hi, You've successfully changed your LinkedIn password. If you have not changed your password, please contact at: www.linkedin.com Thanks for using LinkedIn! The LinkedIn Team When and where this happened: Date: November 31, 2022, 11:19 PM Browser: Chrome Operating System: Windows 10 Approximate Location: New Jersey, United States",https://www.linkedin.com,www.linkedin.com,0,0,0,0,0,0
216,ham,nike@ship.notifications.nike.com,Your Shipment is Arriving Soon,"BE ON THE LOOKOUT. Your Nike gear arrives Wednesday, November 13. Track your package to find out more. TRACK PACKAGE Product Details Nike Epic React Flyknit 1 Men's Running Shoe Size 8.5 Order Number: C00061115130 Order Date : Nov. 9, 2022",https://www.nike.com,TRACK PACKAGE,0,0,0,0,0,0
217,ham,events@attackiq.com,Mapping Defensive Capabilities to Adversary Behavior: Thank you for registering - Here is your confirmation,"Webinar ""Mapping Defensive Capabilities to Adversary Behavior"" Thank you for registering for our ""Mapping Defensive Capabilities to Adversary Behavior"" webinar. Need to add to your calendar? Add to Calendar To attend the event please go here: https://global.gotowebinar.com/join/7024422845210942977/917482965 This URL is specific to you so it will not work for others if you try and forward. Thank you, AttackIQ Marketing",https://global.gotowebinar.com/join/7024422845210942977/917482965,https://global.gotowebinar.com/join/7024422845210942977/917482965,0,0,0,0,0,0
218,ham,password@twitter.com,Security alert: new or unusual Twitter login,"Looks like there was a login attempt from a new device or location If this wasn't you: Secure your account by resetting your password now. Reset password If this was you: Just to be safe, we may ask you some security questions the next time you sign into your account @mikewilliam. How do I know an email is from Twitter? Links in this email will start with ""https://"" and contain ""twitter.com."" Your browser will also display a padlock icon to let you know a site is secure.",https://www.twitter.com,Reset password,0,0,1,1,0,0
219,ham,do-not-reply@Bigstock.com,Bigstock Contributor Care Survey,"In our ongoing effort to provide great contributor care, we're following up on your inquiry from 11/29/2022. We hope all your questions were answered and that your Contributor Care Advocate was helpful. We'd love to hear about your Bigstock contributor care experience. Click here to complete a short survey - your feedback will help us in creating the best possible contributor support. Thanks for your time. Contributor Care Bigstock",http://www.bigstock.com,Click here,0,0,0,0,0,0
220,ham,info@jobs.com,"Hi Jacob, I'm reaching out to you about an opportunity","Hi Jacob, A new and exciting opportunity was just posted near you. Looking at your profile and past searches, we believe the position at Leidos may be a great fit! Learn more about this opportunity below. Click to View Not what you're looking for? Check out these other jobs Computer Security Analyst Posted Today Near 16217 Click to View",http://www.google.com/jobs,Click to View,0,0,1,0,0,0
221,ham,no-reply@accounts.google.com,Help us protect you: Security advice from Google,Add a backup phone as an alternative 2-step Verification step andrew19@gmail.com A backup phone number ensures that you can sign in when your main second verification step is unavailable. Add a backup number and see other personalised recommendations in the Security Check-up. TAKE ACTION,https://www.gmail.com,TAKE ACTION ,0,0,0,0,0,0
222,ham,adorama.com@e.adorama.com,Your Order was Delivered! It's a great time!,"Your order has been delivered Order: #22067001 UPS has indicated that your package has been delivered! At Adorama , YOU are our top priority. In the unfortunate chance that something falls short of your expectations, please contact us via email at custserv@adorama.com or phone 800-223-2500. We welcome you to visit us online at Adorama for all your Photography, Pro Video & Pro Audio needs. Thanks for your patronage. Carrier: UPS Tracking #: 1Z0X118A0341368229",1Z0X118A0341368229,1Z0X118A0341368229,0,0,0,0,0,0
223,ham,admissions@paris.edu,Applying to Paris College of Art,"Dear Tushar, We know how complicated (and daunting!) applying to university can be, so we thought we'd give you our application process in 5 easy steps: you're welcome! 1. Submit your application form and pay the application fee online at: apply.paris.edu/apply As soon as we receive your application you will be assigned an Admissions Counselor, who will be your main contact should you have any questions. 2. After you submit your application you will have access to your Application Status Portal. There you will be able to review your application requirements and submit missing items. 3. Have your official transcripts sent by your school to admissions.paris.edu or by post to our mailing address below. 4. Once we have all of your application materials, we will invite you to schedule an your admissions interview. This interview can be conducted online or in-person if you will be in France. 5. Et voila, as we say here in France! All that's left to do is wait and keep an eye on your application status by logging in to the portal. Depending on the deadline you applied by, you will be given a response within a few weeks Here at PCA we pride ourselves on our fast turnaround, so the sooner you get all your application materials to us, the sooner we will be able to give you a decision! Best wishes, The PCA Admissions Team",http://www.apply.paris.edu/apply,apply.paris.edu/apply,0,0,0,0,0,0
224,ham,mobile@visammg.com,VISA Alert,"PNC Bank Card Online/Phone Transaction Alert Your PNC card ending in 1357 was recently used for an online, telephone, or mail order transaction. Amount: 703.99 USD Merchant Name: REMITLY Merchant Location: SEATTLE, US Sign on to Online Banking at pnc.com if you would like to update your alert settings. Thank you for banking with PNC Bank. This mailbox is not monitored. Please do not reply. Account-related questions can only be answered via secure forms of communication such as our Online Banking Message Center. Please sign on to send us a secure message. If you would like to speak to Card Customer Service, please call 1-800-282-7541; 24 hours a day, 7 days a week. Visit pnc.com to view our privacy and security policies. 2022 The PNC Financial Services Group, Inc. All rights reserved.",https://www.pnc.com,pnc.com,0,0,0,1,0,0
225,ham,Info@conference.com,Subject: 2023 Management Conference,"During this critical time, it is imperative that our management team remain focused on our business and continue to address the challenges currently facing our company. For that reason, I have decided to postpone our annual Management Conference. The Conference will now be held between May 19 and May 21, 2023 at the Westin La Cantera Resort in San Antonio. While the Saturday meeting allows some executives who cannot be away from the office during business hours to attend the Management Conference for the first time, I also recognize that it requires many of you to forfeit additional personal time. I truly appreciate your sacrifice and I sincerely encourage your attendance. Click here to view the new agenda. We'll be in touch soon with more details. Regards, Ken Lay",http://www.google.com/conferences,Click here,0,0,0,0,0,0
226,ham,Customersupport@chase.com,An important notice about insufficient funds in your Chase account,"Dear Chase Customer: We're writing to let you know that there are insufficient funds to complete recent activity for your deposit account. To see a detailed notice about this situation, please log on to www.Chase.com and go to the Account Activity page or the Account Notices page for this account. If you aren't enrolled to receive Paperless Statements and Notices or you think you've received this message in error, please call our Customer Support team immediately. To find the appropriate phone number for your account type, go to the Customer Center on Chase Online click the ""Contact us"" link. Please don't reply directly to this automatically-generated e-mail message. Sincerely, Online Banking Team&nbsp",http://www.chase.com/,www.Chase.com,0,0,0,0,0,0
227,ham,Products@triactive.com,Low Impact Updates,"The ultimate goal of an IT Operations group is to provide high-quality services to end users throughout the organization, including optimum software for them to do their jobs effectively. But deploying new software updates often has a negative impact on end user productivity. Learn how to keep up with new software--WITHOUT sleepless nights for you or your end users. TriActive's newest online seminar, ""Increasing End User Productivity: Low Impact Upgrades/Deployments"" provides: tips and checklists for analyzing and planning a successful upgrade or deployment, implementation steps, and post-deployment activities. Go to this link to download and view this brief, free 15-minute seminar, brought to you by TriActive, the company that offers simple, affordable, and effective systems management for your IT organization. Regards, TriActive, Inc.",http://www.triactive.com,this link,0,0,0,0,0,0
228,ham,bowne@customersat.com,Creative Center Customer Satisfaction Survey,"Dear Valued Customer, The Creative Center is initiating a comprehensive survey of its customers' satisfaction, and would very much like to include your feedback. Bowne Business Solutions is proud to be the onsite provider of your graphic services. I would like to invite you to take a moment to complete a brief survey about the BBS services. Your individual identity is guaranteed to be 100% protected, as all responses are accepted anonymously on a secure Web server, where the survey is hosted. We sincerely hope you will take a few minutes to participate, as your feedback and comments will help BBS better understand your needs. Click here to go the survey. If you need assistance, please e-mail bowne@customersat.com. Your opinions and satisfaction are very important to us. Thank you very much for your feedback! Sincerely, John Zilker Client Services Manager",http://www.google.com/form/,Click here,0,0,0,0,0,0
229,ham,jim.jenkins@global-infra.com,Revised Desktop Support Service,The executive desktop support services have been streamlined due to recent organizational changes. Click here to view the revised service offerings. We appreciate your cooperation in this matter. Global Infrastructure Team,http://www.google.com,Click here,0,0,0,0,0,0
230,ham,sales@theevansgroup.net,Final Reminder: Please complete your online YPO Forum Diagnostic,"Final Reminder: Please complete your online YPO Forum Diagnostic Survey response today. Bill Evans will be discussing your survey results with your forum when he meets with you October 24-26. It is important that your forum has a 100% response rate. Go here Please ensure that your email and password are all lowercase, and then click on the underlined word ""Login"". Use Password: forum2 On the next page click on ""click here to complete your survey"" Upon completing your responses, you will reach a confirmation page. If you still have difficulty, please contact us. Thank you, Lisa Gaertner The Evans Group",https://www.google.com/forms/about/,here,0,0,0,0,0,0
231,ham,support@popmoney.com,Your payment is expiring soon. ,"Jonathan sent you $100.00 Your payment is expiring in 3 day(s). You must act now! Deposit Payment Getting your money is easy with Popmoney. Click Deposit Payment to go to www.popmoney.com. You will need your bank account and routing number, which you can find on your checks. The money will be returned to Jonathan if you don't deposit by 3 day(s) . Hint: If you already have a Popmoney profile, log in to your profile to see and deposit this payment. You have received this email because the sender would like to send you money through Popmoney, an electronic payment service. You may be asked to provide your bank account information so the funds can be deposited into your account. This information will be kept confidential and will not be shared with the sender of this email. Security Your trust and security are very important to us. Any information you share with us will be treated as confidential.",http://www.popmoney.com,Deposit Payment,0,0,0,0,0,0
232,ham,davidcampbell@gmail.com,David Campbell's Resume,"Hello, I want to thank you for taking time out of your busy schedule to help me with my job venture. I really admire your company. I would like to learn and become a part of your team. I look forward to assisting you and where ever you need help. Click here to view my resume Thank you for all your help, David Campbell",http://www.googledocs/david,Click here,0,0,0,0,0,0
233,ham,it-help@cmu.edu,Decommission of Email -- Please Plan To Migrate,"Hello! You are receiving this email because you are listed as a staff member falling under the support of our Computing team, and having a Cyrus email account. Cyrus accounts were long the default for all, but Computing Services has begun a multi-phased project to decommission the Cyrus email service ""as part of an effort to provide modern, industry standard, cost-effective email and calendar solutions."" A migration tool is available to guide you through migrating your email from Cyrus to either Exchange or Google. We're to understand that that process is pretty automated and simple -- you just want to start here: http://www.cmu.com/email/migration/ If you run into anything unforeseen, you can sure feel free to check back with us here, but ultimately the Computing Services Help Center would be just as appropriate a contact. Thanks, and good luck! Computing Services",http://www.cmu.com/email/migration/,http://www.cmu.com/email/migration/,0,0,0,0,0,0
